"publish_date","headline_text","year","month","day"
20130423,"katter mdb policy",2013,4,23
20140924,"tudor farming on mary ardens farm in warwickshire england",2014,9,24
20200616,"east kimberley pastoralists flag trespass and litter concerns",2020,6,16
20100221,"henry on target for barca",2010,2,21
20030813,"labor blamed for ethanol job cuts",2003,8,13
20170210,"calls for rules to stop exploitation of kokoda",2017,2,10
20140306,"fiji torture",2014,3,6
20140610,"vic country hour tuesday 10 june 2014",2014,6,10
20071031,"bourke investigates irrigation projects",2007,10,31
20060820,"tasmania launches package for teens in care",2006,8,20
20061211,"riverland growers urged to conserve water",2006,12,11
20120612,"police search for attackers of deaf man",2012,6,12
20050511,"council votes no on great western tiers heritage",2005,5,11
20170420,"barcelona comeback hopes dashed by juventus in champions league",2017,4,20
20140729,"what the promise tracker says about the abbott government",2014,7,29
20081123,"at least 10 killed in colombia volcano eruption",2008,11,23
20070124,"nurses long trek to raise youth centre funds",2007,1,24
20040505,"taliban claim attack of troops and police",2004,5,5
20180130,"man jailed for perth crash which killed rubbish truck driver",2018,1,30
20120514,"lism rally",2012,5,14
20080707,"suspicious blaze at west wallsend high school",2008,7,7
20090820,"jobs uncertain as vodafone closes brisbane call",2009,8,20
20100106,"museum uncovers link to historic flag",2010,1,6
20060813,"offshore processing bills passage uncertain",2006,8,13
20040513,"ruling indian party suffers shock defeat",2004,5,13
20110613,"png gets 11m for hiv prevention",2011,6,13
20110829,"tourists survive car roll",2011,8,29
20091123,"business wants emissions scheme delayed",2009,11,23
20080310,"mariners pick up elrich",2008,3,10
20160927,"helen and elaine trifelly on abc tropical north",2016,9,27
20140620,"police hunt man who threatened kebab store workers",2014,6,20
20140507,"news exchange wednesday may 7",2014,5,7
20140301,"kids removed",2014,3,1
20160923,"campaigning crescendo ahead of palau primaries on",2016,9,23
20100219,"mayor defends subdivision support",2010,2,19
20090209,"riverland records weekend scorcher",2009,2,9
20160311,"police find unidentified young girl after public appeal",2016,3,11
20050124,"dog attack kills familys pet donkey",2005,1,24
20120307,"frankel trainer up for caviar clash",2012,3,7
20200625,"queensland rocket techonology hoped to launch people into space",2020,6,25
20040127,"rain doesnt dampen aust day enthusiasm",2004,1,27
20090312,"sa fund tackles commercial greenhouse emissions",2009,3,12
20150112,"alice springs counts cost of torrential downpour",2015,1,12
20080602,"townsville residents get health care say",2008,6,2
20110106,"boil water advisory stays for alpha jericho",2011,1,6
20200721,"coronavirus expert says face masks should be compulsory in nsw",2020,7,21
20050908,"boy died after re entering burning home",2005,9,8
20130411,"karratha fastest growing mining town in nation",2013,4,11
20200710,"sydney news morning briefing friday july 10",2020,7,10
20190810,"confrontation in monash university clayton campus",2019,8,10
20100323,"tony abbott gives his opening remarks in the",2010,3,23
20130219,"coke result no fizzer despite headline profit slide",2013,2,19
20140715,"prabowo subianto says alliance remains strong",2014,7,15
20130301,"celebrating 25 years in rural media",2013,3,1
20190326,"global carbon emissions hit record high in 2018 according to iea",2019,3,26
20180611,"mermaids across the world arnhem land",2018,6,11
20050306,"nth korea shrugs off damning us rights report",2005,3,6
20031017,"virgin blue welcomes qantas competition",2003,10,17
20070525,"jackie kelly to quit citing unforgiving lifestyle",2007,5,25
20070703,"bassett to miss two months",2007,7,3
20150617,"sydney singer jess beck proud to celebrate her indigenous roots",2015,6,17
20061115,"low tides heavy rain causing coral bleaching",2006,11,15
20180407,"people power: communities funding their own wind",2018,4,7
20080523,"two charged with assault in civic",2008,5,23
20080313,"spence questions un drug report findings",2008,3,13
20030815,"pie factory closes over 200 jobs lost",2003,8,15
20130125,"us says north korea nuke warning provocative",2013,1,25
20040728,"govt urged to put up dam funds",2004,7,28
20100627,"lucky break for bartel",2010,6,27
20100401,"australian soldier wounded in gunfight",2010,4,1
20140625,"police raid on bikie members",2014,6,25
20140404,"fiji television company guilty of hate speech",2014,4,4
20061206,"fatal house fire not suspicious say police",2006,12,6
20130206,"older watson concerned for jobe bombers",2013,2,6
20190111,"dog attacks on energy workers spark qld ban on reading meters",2019,1,11
20180212,"why having a healthy weight shouldnt make eating junk food okay",2018,2,12
20101015,"hannas sa election result challenge fails",2010,10,15
20180306,"former attorney general vanessa goodwin gets state funeral",2018,3,6
20170101,"police assaulted after drunk skipper leads them on boat chase",2017,1,1
20111124,"david jones sales slump",2011,11,24
20031113,"eden scores win with clean beach",2003,11,13
20120817,"police plead for hit run witnesses",2012,8,17
20081108,"first cut death toll soars in haitian school",2008,11,8
20090429,"macarthur coal sales on track despite fall",2009,4,29
20080528,"men charged with stealing solomon islands aid money",2008,5,28
20140609,"daniel ricciardo wins first ever f1 gp in montreal",2014,6,9
20120927,"study finds baby boomers fat and chronically ill",2012,9,27
20090722,"garrett sold out",2009,7,22
20120112,"diggers caught drinking sent back to afghanistan",2012,1,12
20150417,"childhood obesity higher protein intake in infant formula cited",2015,4,17
20050927,"awu urges labor to end three mines uranium policy",2005,9,27
20151123,"australia day how i came here",2015,11,23
20161207,"releasing a bird back to the wild more complex than it sounds",2016,12,7
20100225,"alp libs thumb noses at poll results",2010,2,25
20190925,"learning from denmark teaching children empathy over competition",2019,9,25
20190519,"plibersek considering running for labor leadership",2019,5,19
20210219,"craig kelly staff frank zumbo inappropriate behaviour allegation",2021,2,19
20050604,"weak job figures high oil prices hit us stocks",2005,6,4
20120930,"sri lanka inches closer to semis england in hunt",2012,9,30
20110211,"historic concert hall gets facelift",2011,2,11
20201127,"the drum friday november 28",2020,11,27
20140203,"third driveway death in adelaide in just weeks",2014,2,3
20150927,"tasmanian first centre for homeless fathers building blocks",2015,9,27
20140115,"japan airlines dreamliner hit by battery problem",2014,1,15
20190919,"top stories on abc news",2019,9,19
20151120,"capital hill friday 20 november 2015",2015,11,20
20210306,"prince philip moved back to private hospital after heart proced",2021,3,6
20110918,"eagles sweat on golden boot kennedy",2011,9,18
20150512,"diane smith gander and mark carnegie talk to the",2015,5,12
20060310,"public not ready for my policies debnam",2006,3,10
20191022,"hong kong residents buying australian property unrest",2019,10,22
20160513,"drunk driver jailed over crash near mackay",2016,5,13
20210422,"jen psaki on convicting police officers after fatal shooting",2021,4,22
20050710,"michael hagan and graham murray",2005,7,10
20080312,"pubs make violent assaults list",2008,3,12
20150527,"lead clean up begins at broken hill playgrounds",2015,5,27
20090422,"somali pirate fronts us court",2009,4,22
20180719,"eu fines google a record 6.8 billion over android mobile system",2018,7,19
20120730,"more water to be let out of menindee lakes",2012,7,30
20090110,"bobridge wins u23 aus cycling title",2009,1,10
20060616,"aust soldier hurt in afghanistan",2006,6,16
20110611,"rising star sincero shines in stradbroke",2011,6,11
20060610,"man charged over sexual assault of two girls",2006,6,10
20130116,"17yo accused of game reserve bushfire",2013,1,16
20160729,"man charged with murder of elderly townsville woman",2016,7,29
20150313,"milling council ceo appears at senate committee in mackay",2015,3,13
20090828,"stricken ferry drifts towards opera house",2009,8,28
20060427,"victory secure defensive pairing",2006,4,27
20130529,"gold coast council says botulism killed scores of birds",2013,5,29
20091123,"interview tim nielsen",2009,11,23
20150518,"sharing the untold tales of a south australian policemans wife",2015,5,18
20121029,"wallabies to be released to wild",2012,10,29
20051201,"perceptions inform teens binge drinking",2005,12,1
20121002,"hong kong ferry disaster charges",2012,10,2
20201127,"coronacheck astrazeneca vaccine vial planned simple explanation",2020,11,27
20050509,"german expert urges better water conservation",2005,5,9
20200915,"novak djokovic admits outbursts no guarantee us open default",2020,9,15
20080422,"families forced to back of anzac parade",2008,4,22
20090226,"japan whips second string australia",2009,2,26
20140612,"australia japan relationship",2014,6,12
20071026,"environmental house value concerns over transport",2007,10,26
20101022,"the saint in us all",2010,10,22
20130318,"cricket broadcasts under threat from media reforms",2013,3,18
20050921,"skilled job vacancies fall",2005,9,21
20050514,"fijian flyer caucaunibuca extends agen contract",2005,5,14
20140819,"jerzy janowicz wins opening match atp world tour event in winst",2014,8,19
20180308,"nsw water theft barwon darling government prosecuting",2018,3,8
20071109,"greens reilly challenges katter to debate",2007,11,9
20050825,"google talk launched",2005,8,25
20130122,"'no honey' beekeepers facing worst season in 50 years",2013,1,22
20130619,"volunteering to revegetate",2013,6,19
20030826,"ocallaghan wins top footy honour",2003,8,26
20100705,"residents reject wind farm health findings",2010,7,5
20130908,"eu governments call for calm on military action in",2013,9,8
20141214,"coal communities trying to survive the mining slowdown",2014,12,14
20131114,"hopes for consular visit to boost manufacturers",2013,11,14
20031111,"bight park mostly safe from poaching",2003,11,11
20050115,"backburning to end sa fire threat",2005,1,15
20130527,"pic recommends police be charged over taser death",2013,5,27
20130621,"mother tells inquest she thought her home was safe",2013,6,21
20160609,"how well do you know hillary clinton and donald trump",2016,6,9
20080512,"massive earthquake rocks china",2008,5,12
20170612,"queensland budget 2017 youth mental health receive $70m funding",2017,6,12
20151028,"cpi rises half a percentage point in september quarter",2015,10,28
20120404,"actu considers ditchin health services union",2012,4,4
20070128,"woolmer hits out at pitch as pakistan face defeat",2007,1,28
20120503,"13yo charged over police pursuit",2012,5,3
20091017,"pakistan forces advance on taliban",2009,10,17
20150402,"gas pipeline interconnector",2015,4,2
20030304,"clark defends wifes public funded holiday",2003,3,4
20070710,"lga wants darwin palmerston light rail link back",2007,7,10
20190719,"the growing scandal engulfing trumps party pal",2019,7,19
20050310,"northern adelaide residents get mri relief",2005,3,10
20121017,"go west",2012,10,17
20090308,"mdc to launch tsvangirai crash probe",2009,3,8
20141010,"police seize 90 kgs of methamphetamine in perth",2014,10,10
20140227,"renewable energy expansion planned in act",2014,2,27
20100819,"boateng joins milan on loan",2010,8,19
20160819,"young people search for high fashion in op shops",2016,8,19
20090114,"hewitt sets up nalbandian meeting",2009,1,14
20200901,"heavy summer rainfall across queensland to ease bushfire risk",2020,9,1
20150302,"campbell politicians are too often driven by",2015,3,2
20100204,"dreaming moths",2010,2,4
20030618,"street revitalisation to be set",2003,6,18
20030406,"iran claims bodies found in iraqi morgue",2003,4,6
